25,20,235,230;
245,20,345,120;
355,20,455,120;
245,130,345,230;
355,130,455,230;
25,240,125,340;
25,350,125,450;
135,240,345,450;
355,240,455,340;
355,350,455,450;
25,460,125,560;
25,570,125,670;
135,460,235,560;
135,570,235,670;
245,460,455,670;
25,680,125,780;
135,680,235,780;
245,680,345,780;
355,680,455,780;
